786,Jamila,0,1,3
787,Jamillah,0,1,3
788,Janan,0,1,3
789,Jathbiyya,0,1,3
790,Jathibiyya,0,1,3
791,Jawahir,0,1,3
792,Jawdat,1,1,3
793,Jibril,1,0,3
794,Jinan,1,1,3
795,Juda,1,0,3
796,Jumana,0,1,3
797,Jumanah,0,1,3
798,Junaid,1,0,3
799,Junayd,1,0,3
800,Kader,1,0,3
801,Kamal,1,0,3
802,Kamil,1,0,3
803,Karam,1,1,3
804,Kareem,1,0,3
805,Karim,1,0,3
806,Karima,0,1,3
807,Khadiga,0,1,3
808,Khadija,0,1,3
809,Khaled,1,0,3
810,Khaleel,1,0,3
811,Khalid,1,0,3
812,Khalida,0,1,3
813,Khalifa,1,0,3
814,Khalil,1,0,3
815,Khalilah,0,1,3
816,Khaliq,1,0,3
817,Khatijah,0,1,3
818,Khayrat,1,1,3
819,Khayri,1,0,3
820,Khayriyya,0,1,3
821,Khayyam,1,0,3
822,Laila,0,1,3
823,Lamia,0,1,3
824,Lamis,0,1,3
825,Lamya,0,1,3
826,Lateefah,0,1,3
827,Latif,1,0,3
828,Latifa,0,1,3
829,Latifah,0,1,3
830,Lawahiz,0,1,3
831,Layla,0,1,3
832,Leila,0,1,3
833,Leyla,0,1,3
834,Lina,0,1,3
835,Lubna,0,1,3
836,Lujayn,0,1,3
837,Lulu,0,1,3
838,Lutfi,1,0,3
839,Maalik,1,0,3
840,Maha,0,1,3
841,Mahdi,1,0,3
842,Mahfuz,1,0,3
843,Mahir,1,0,3
844,Mahmood,1,0,3
845,Mahmoud,1,0,3
846,Mahmud,1,0,3
847,Mahomet,1,0,3
848,Mahometus,1,0,3
849,Majid,1,0,3
850,Makram,1,0,3
851,Malaika,0,1,3
852,Malak,1,1,3
853,Malik,1,0,3
854,Malika,0,1,3
855,Mansoor,1,0,3
856,Mansur,1,0,3
857,Maram,1,1,3
858,Mariam,0,1,3
859,Marwa,0,1,3
860,Maryam,0,1,3
861,Masood,1,0,3
862,Masoud,1,0,3
863,Mas'ud,1,0,3
864,Masuma,0,1,3
865,Mazin,1,0,3
866,Midha,0,1,3
867,Midhat,1,0,3
868,Mihammad,1,0,3
869,Mikha'il,1,0,3
870,Miraj,1,0,3
871,Mirza,1,0,3
872,Mis'id,1,0,3
873,Mohamed,1,0,3
874,Mohammad,1,0,3
875,Mohammed,1,0,3
876,Mona,0,1,3
877,Mostafa,1,0,3
878,Mouna,0,1,3
879,Mubin,1,0,3
880,Mubina,0,1,3
881,Mufaddal,1,0,3
882,Muhammad,1,0,3
883,Muhammed,1,0,3
884,Muhsin,1,0,3
885,Muhsina,0,1,3
886,Mukhtar,1,0,3
887,Mumin,1,0,3
888,Mumina,0,1,3
889,Mumtaz,1,0,3
890,Muna,0,1,3
891,Munir,1,0,3
892,Munira,0,1,3
893,Munya,0,1,3
894,Murad,1,0,3
895,Murtada,1,0,3
896,Murtaza,1,0,3
897,Musa,1,0,3
898,Mus'ad,1,0,3
899,Mustafa,1,0,3
900,Mustapha,1,0,3
901,Mu'tamid,1,0,3
902,Mu'tasim,1,0,3
903,Nabil,1,0,3
904,Nabila,0,1,3
905,Nada,0,1,3
906,Nader,1,0,3
907,Nadia,0,1,3
908,Nadim,1,0,3
909,Nadir,1,0,3
910,Nadira,0,1,3
911,Nadiyya,0,1,3
912,Nadra,0,1,3
913,Nadya,0,1,3
914,Nagi,1,0,3
915,Nagib,1,0,3
916,Nail,1,0,3
917,Naila,0,1,3
918,Na'im,1,0,3
919,Na'ima,0,1,3
920,Naji,1,0,3
921,Najib,1,0,3
922,Najwa,0,1,3
923,Naseem,1,1,3
924,Naseer,1,0,3
925,Nashwa,0,1,3
926,Nasib,1,0,3
927,Nasim,1,1,3
928,Nasir,1,0,3
929,Nasira,0,1,3
930,Nasser,1,0,3
931,Nassim,1,1,3
932,Naveed,1,0,3
933,Navid,1,0,3
934,Nawal,0,1,3
935,Nawra,0,1,3
936,Nazih,1,0,3
937,Naziha,0,1,3
938,Nazli,0,1,3
939,Nida,0,1,3
940,Nima,1,1,3
941,Nimat,1,1,3
942,Nizar,1,0,3
943,Noor,1,1,3
944,Nuh,1,0,3
945,Nuha,0,1,3
946,Nur,1,1,3
947,Nura,0,1,3
948,Nurullah,1,0,3
949,Omar,1,0,3
950,Osama,1,0,3
951,Qadir,1,0,3
952,Qamar,1,1,3
953,Qasim,1,0,3
954,Qismat,1,0,3
955,Qusay,1,0,3
956,Raabi'a,0,1,3
957,Rabab,0,1,3
958,Rabi,1,0,3
959,Rabi'a,0,1,3
960,Ra'd,1,0,3
961,Rafiq,1,0,3
962,Rafiqa,0,1,3
963,Rahat,1,1,3
964,Raheem,1,0,3
965,Rahim,1,0,3
966,Rahman,1,0,3
967,Rais,1,0,3
968,Raisa,0,1,3
969,Raja,0,1,3
970,Rajab,1,0,3
971,Rajiya,0,1,3
972,Rajya,0,1,3
973,Ramadan,1,0,3
974,Ramla,0,1,3
975,Ramlah,0,1,3
976,Rana,0,1,3
977,Randa,0,1,3
978,Raniya,0,1,3
979,Ranya,0,1,3
980,Rasha,0,1,3
981,Rashad,1,0,3
982,Rashed,1,0,3
983,Rasheed,1,0,3
984,Rashid,1,0,3
985,Rashida,0,1,3
986,Rasim,1,0,3
987,Rasima,0,1,3
988,Rasul,1,0,3
989,Rauf,1,0,3
990,Rawiya,0,1,3
991,Rawya,0,1,3
992,Rayan,1,1,3
993,Rayhana,0,1,3
994,Rayyan,1,1,3
995,Raza,1,0,3
996,Reem,0,1,3
997,Riad,1,0,3
998,Riaz,1,0,3
999,Rida,1,0,3
1000,Ridha,1,0,3
1001,Ridwan,1,0,3
1002,Ridwana,0,1,3
1003,Rifat,1,0,3
1004,Rihanna,0,1,3
1005,Rim,0,1,3
1006,Rizwan,1,0,3
1007,Rizwana,0,1,3
1008,Ruba,0,1,3
1009,Ruh,1,0,3
1010,Ruqayya,0,1,3
1011,Ruqayyah,0,1,3
1012,Rusul,1,0,3
1013,Ruwa,0,1,3
1014,Ruya,0,1,3
1015,Sa'adat,0,1,3
1016,Sabah,1,1,3
1017,Sabah ud-din,1,0,3
1018,Sabeen,0,1,3
1019,Sabri,1,0,3
1020,Sabriyya,0,1,3
1021,Sa'd,1,0,3
1022,Sadaf,0,1,3
1023,Saddam,1,0,3
1024,Sa'di,1,0,3
1025,Sa'dia,0,1,3
1026,Aghavni,0,1,4
1027,Aleksandr,1,0,4
1028,Almast,0,1,4
1029,Anahid,0,1,4
1030,Anahit,0,1,4
1031,Anoush,0,1,4
1032,Anush,0,1,4
1033,Ara,1,0,4
1034,Aram,1,0,4
1035,Ararat,1,0,4
1036,Arax,0,1,4
1037,Arevig,0,1,4
1038,Arevik,0,1,4
1039,Ari,1,0,4
1040,Armen,1,0,4
